Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,//questionnaire,256,0,140.0,187.58718281276288,56.76479998510331,1127.1723000099882,289.0,0.427148550835861,0.0,140,180,220,240,360,490,620,790,1100,1100,1100
GET,/questionnaire/,1154,0,110.0,136.62615927203902,55.404100014129654,678.7602999829687,27191.083188908146,1.9255055768147797,0.0,110,130,150,160,210,330,400,420,650,680,680
POST,/questionnaire/,1153,0,110.0,161.6858107543739,50.70799999521114,937.9212000058033,299.7875108412836,1.9238370277880772,0.0,110,140,190,230,350,460,550,630,890,940,940
GET,/questionnaire/accommodation-introduction/,256,0,99,131.1397367180689,54.45049999980256,516.7765000078361,16729.0,0.427148550835861,0.0,99,120,130,140,270,350,390,450,520,520,520
POST,/questionnaire/accommodation-introduction/,256,0,120.0,143.82897578150278,64.47660000412725,719.830300018657,275.0,0.427148550835861,0.0,120,130,140,150,220,310,430,490,720,720,720
GET,/questionnaire/accommodation-type/,256,0,100.0,123.4319207022736,57.798099995125085,595.9013999963645,19607.0,0.427148550835861,0.0,100,110,120,130,160,360,390,450,600,600,600
POST,/questionnaire/accommodation-type/,256,0,120.0,148.97793750060373,77.66700000502169,589.7861999983434,265.0,0.427148550835861,0.0,120,140,160,170,220,380,450,480,590,590,590
GET,/questionnaire/any-more-people-living-here/,256,0,110.0,122.05889140648196,68.90499999281019,391.62759997998364,25769.0,0.427148550835861,0.0,110,120,130,130,150,190,350,370,390,390,390
POST,/questionnaire/any-more-people-living-here/,256,0,120.0,143.45503750098487,75.23159999982454,474.8324000102002,263.0,0.427148550835861,0.0,120,140,150,160,210,260,410,450,470,470,470
GET,/questionnaire/any-more-visitors/,256,0,110.0,126.0166249987833,68.32220000796951,449.3224000034388,20877.0,0.427148550835861,0.0,110,120,140,150,170,240,350,370,450,450,450
POST,/questionnaire/any-more-visitors/,256,0,120.0,136.21803984278813,78.48460000241175,540.4281999799423,343.0,0.427148550835861,0.0,120,130,150,150,200,230,290,410,540,540,540
GET,/questionnaire/any-visitors/,256,0,110.0,123.59725507758412,61.56219998956658,389.97570000356063,22923.0,0.427148550835861,0.0,110,120,130,130,160,320,360,380,390,390,390
POST,/questionnaire/any-visitors/,256,0,120.0,137.0056121095331,75.64619998447597,434.64149997453205,359.0,0.427148550835861,0.0,120,130,150,160,190,240,280,400,430,430,430
GET,/questionnaire/central-heating/,256,0,110.0,136.8605445313733,74.93329999851994,426.8586999969557,24156.0,0.427148550835861,0.0,110,130,150,170,200,340,400,420,430,430,430
POST,/questionnaire/central-heating/,256,0,130.0,150.0312472649057,81.2640999793075,674.0518999868073,261.0,0.427148550835861,0.0,130,150,170,180,210,260,290,400,670,670,670
GET,/questionnaire/coronavirus-circumstances/,256,0,130.0,161.10517929746493,62.27889997535385,785.7233000104316,15720.0,0.427148550835861,0.0,130,160,180,200,260,380,440,520,790,790,790
POST,/questionnaire/coronavirus-circumstances/,256,0,150.0,177.17473867151057,74.10990001517348,584.8046999890357,305.0,0.427148550835861,0.0,150,180,200,220,310,380,450,510,580,580,580
GET,/questionnaire/do-you-usually-live-here/,256,0,110.0,143.64339453163666,71.36220001848415,595.4085999983363,20645.0,0.427148550835861,0.0,110,130,150,160,260,350,380,480,600,600,600
POST,/questionnaire/do-you-usually-live-here/,256,0,130.0,146.6151167978751,77.0329000079073,667.3592000151984,307.0,0.427148550835861,0.0,130,150,160,160,210,250,380,450,670,670,670
GET,/questionnaire/household/people-living-here-add-person/,256,0,120.0,134.90912109352848,62.136199994711205,461.39189999666996,18372.0,0.427148550835861,0.0,120,140,150,150,190,260,390,450,460,460,460
POST,/questionnaire/household/people-living-here-add-person/,256,0,130.0,154.70394101566853,84.27970000775531,454.1880000033416,275.0,0.427148550835861,0.0,130,150,170,180,230,380,410,430,450,450,450
GET,/questionnaire/household/{id}/a-level/,512,0,130.0,153.7800585949185,63.851999992039055,518.9697000023443,22952.0,0.854297101671722,0.0,130,150,170,190,240,350,380,430,520,520,520
