Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,//questionnaire,200,0,270.0,858.8377584997215,53.9330999890808,3878.8943999970797,289.0,0.666944116935649,0.0,290,700,1100,1600,3100,3400,3800,3800,3900,3900,3900
GET,/questionnaire/,802,0,130.0,182.20140498806927,59.76219999138266,957.2214000218082,27129.30922693267,2.6744459089119528,0.0,130,180,220,280,360,420,540,610,960,960,960
POST,/questionnaire/,800,0,120.0,179.76866587512632,47.24290000740439,1016.5654000011273,302.24,2.667776467742596,0.0,120,180,210,250,380,460,680,730,1000,1000,1000
GET,/questionnaire/accommodation-introduction/,200,0,92,133.34877950022928,53.41970000881702,628.4806999901775,16729.0,0.666944116935649,0.0,93,120,150,170,290,340,370,490,630,630,630
POST,/questionnaire/accommodation-introduction/,200,0,110.0,144.67162850109162,57.51139999483712,536.2304000009317,275.0,0.666944116935649,0.0,110,140,190,200,240,310,410,500,540,540,540
GET,/questionnaire/accommodation-type/,200,0,100.0,137.27349200067692,57.54710000474006,497.8813000197988,19607.0,0.666944116935649,0.0,100,130,170,180,260,340,380,450,500,500,500
POST,/questionnaire/accommodation-type/,200,0,120.0,158.98481050040573,57.128500018734485,501.0805999918375,265.0,0.666944116935649,0.0,120,160,200,230,280,360,450,490,500,500,500
GET,/questionnaire/any-more-people-living-here/,200,0,130.0,175.6176564989437,60.6821000110358,764.782499987632,25769.0,0.666944116935649,0.0,130,190,240,270,340,370,450,510,760,760,760
POST,/questionnaire/any-more-people-living-here/,200,0,130.0,165.4383834998589,62.49300000490621,504.8510000051465,263.0,0.666944116935649,0.0,130,170,210,230,300,370,430,480,500,500,500
GET,/questionnaire/any-more-visitors/,200,0,110.0,143.7361369995051,56.30290001863614,603.5437000100501,20877.0,0.666944116935649,0.0,110,130,160,200,270,350,420,560,600,600,600
POST,/questionnaire/any-more-visitors/,200,0,130.0,160.83294200099772,66.50919999810867,484.82979999971576,343.0,0.666944116935649,0.0,130,170,200,220,290,380,440,470,480,480,480
GET,/questionnaire/any-visitors/,200,0,150.0,182.9861215002893,58.4138999984134,636.8402999942191,22919.0,0.666944116935649,0.0,150,190,230,260,350,390,560,610,640,640,640
POST,/questionnaire/any-visitors/,200,0,120.0,147.2123610007111,68.37589998031035,556.7210000008345,359.0,0.666944116935649,0.0,120,150,180,190,260,320,380,390,560,560,560
GET,/questionnaire/central-heating/,200,0,140.0,172.86835149934632,63.31800000043586,1579.3687999830581,24156.0,0.666944116935649,0.0,140,160,190,210,280,370,780,880,1600,1600,1600
POST,/questionnaire/central-heating/,200,0,140.0,209.60230550001143,69.33150000986643,1461.9219999876805,261.0,0.666944116935649,0.0,140,200,230,250,400,620,950,1300,1500,1500,1500
GET,/questionnaire/coronavirus-circumstances/,200,0,270.0,1235.6319405004615,52.9376000049524,4518.912500003353,15720.0,0.666944116935649,0.0,270,750,3000,3200,3800,4100,4500,4500,4500,4500,4500
POST,/questionnaire/coronavirus-circumstances/,200,0,130.0,220.6232319996343,67.00119999004528,1522.6191999972798,305.0,0.666944116935649,0.0,130,200,260,310,460,670,800,1300,1500,1500,1500
GET,/questionnaire/do-you-usually-live-here/,200,0,190.0,334.92036900206585,64.76290000136942,1647.5909000146203,20645.0,0.666944116935649,0.0,190,380,480,600,840,920,1100,1400,1600,1600,1600
POST,/questionnaire/do-you-usually-live-here/,200,0,140.0,224.85055500088492,70.23059998755343,1056.0471000208054,307.0,0.666944116935649,0.0,140,210,260,340,500,580,870,1100,1100,1100,1100
GET,/questionnaire/household/people-living-here-add-person/,200,0,140.0,204.64123950063367,62.402800016570836,979.0557000087574,18372.0,0.666944116935649,0.0,140,190,280,300,400,610,710,760,980,980,980
POST,/questionnaire/household/people-living-here-add-person/,200,0,130.0,198.21057700100937,68.78400000277907,768.8556999783032,275.0,0.666944116935649,0.0,130,180,220,280,440,520,730,760,770,770,770
GET,/questionnaire/household/{id}/a-level/,330,0,160.0,219.5185242428014,68.06399999186397,829.9135999986902,22947.969696969696,1.100457792943821,0.0,160,230,320,370,450,510,580,700,830,830,830
POST,/questionnaire/household/{id}/a-level/,327,0,180.0,247.8248954134522,82.71429999149404,925.9377999987919,281.0,1.0904536311897863,0.0,180,240,350,400,490,550,620,670,930,930,930
GET,/questionnaire/household/{id}/another-address/,399,0,150.0,221.00048471227018,64.9085000040941,1438.8419000024442,21199.947368421053,1.33055351328662,0.0,150,210,300,350,460,550,690,860,1400,1400,1400
POST,/questionnaire/household/{id}/another-address/,396,0,170.0,236.86074343357984,76.42839997424744,924.9687000119593,297.0,1.3205493515325852,0.0,170,210,280,360,490,590,740,790,920,920,920
GET,/questionnaire/household/{id}/apprenticeship/,354,0,160.0,213.28400028269346,61.5445000003092,812.8817999968305,18839.661016949154,1.180491086976099,0.0,160,210,310,360,450,520,560,630,810,810,810
POST,/questionnaire/household/{id}/apprenticeship/,347,0,170.0,230.57611959534148,81.45019999938086,770.4349999839906,315.0,1.1571480428833512,0.0,170,230,300,350,470,510,600,680,770,770,770
GET,/questionnaire/household/{id}/armed-forces/,326,0,130.0,208.469269018366,66.81530000059865,864.22719998518,21753.233128834356,1.087118910605108,0.0,130,190,290,360,450,500,630,690,860,860,860
POST,/questionnaire/household/{id}/armed-forces/,322,0,160.0,240.69781552774973,71.6674999857787,772.1982999937609,339.0,1.073780028266395,0.0,160,240,360,420,490,560,670,730,770,770,770
GET,/questionnaire/household/{id}/business-name/,315,0,130.0,186.19020666653617,59.13560002227314,758.9020000013988,19255.06349206349,1.0504369841736474,0.0,130,160,240,310,380,450,500,560,760,760,760
POST,/questionnaire/household/{id}/business-name/,312,0,160.0,225.70832820509588,71.35670000570826,676.4745000109542,291.0,1.0404328224196127,0.0,160,230,330,370,450,510,600,620,680,680,680
GET,/questionnaire/household/{id}/business-type/,309,0,130.0,184.728877670806,66.39580000774004,578.969300026074,18099.40776699029,1.030428660665578,0.0,130,180,260,300,380,440,520,540,580,580,580
POST,/questionnaire/household/{id}/business-type/,306,0,150.0,206.99428235231275,73.26009997632354,555.2578000060748,305.0,1.0204244989115432,0.0,150,210,260,340,420,470,510,540,560,560,560
GET,/questionnaire/household/{id}/confirm-age/,399,0,130.0,195.10609724269747,63.106800022069365,768.4813000087161,18417.917293233084,1.33055351328662,0.0,130,180,240,310,430,500,580,610,770,770,770
POST,/questionnaire/household/{id}/confirm-age/,399,0,160.0,237.28317994982376,68.9163000206463,1239.1800000041258,279.0,1.33055351328662,0.0,160,220,300,360,490,650,740,800,1200,1200,1200
GET,/questionnaire/household/{id}/confirm-who-is-answering/,399,0,140.0,198.4471095231202,61.35199998971075,672.9710999934468,18507.992481203008,1.33055351328662,0.0,140,190,250,330,420,520,580,590,670,670,670
POST,/questionnaire/household/{id}/confirm-who-is-answering/,399,0,160.0,218.55635614022626,68.68599998415448,730.5659999838099,299.0,1.33055351328662,0.0,160,220,260,310,490,570,610,680,730,730,730
GET,/questionnaire/household/{id}/country-of-birth/,395,0,150.0,223.48734050675273,66.75270001869649,1011.4619000232778,21354.227848101265,1.317214630947907,0.0,150,200,290,350,480,630,780,960,1000,1000,1000
