Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,//questionnaire,160,0,260.0,682.2837512501792,57.47470000642352,5106.457100016996,289.0,0.5349213990918151,0.0,270,500,750,960,1800,3200,4800,5100,5100,5100,5100
GET,/questionnaire/,640,0,110.0,136.7173189058576,58.046899997862056,784.3111999973189,27126.875,2.1396855963672605,0.0,110,120,140,150,230,340,410,500,780,780,780
POST,/questionnaire/,640,0,96,153.0130806246234,48.47520001931116,1038.1803000054788,302.25,2.1396855963672605,0.0,96,110,140,220,360,440,580,700,1000,1000,1000
GET,/questionnaire/accommodation-introduction/,160,0,89,104.82465312397835,60.56230000103824,403.1247000093572,16729.0,0.5349213990918151,0.0,89,97,100,110,150,210,340,360,400,400,400
POST,/questionnaire/accommodation-introduction/,160,0,100.0,124.81784250121564,66.79250000161119,489.28150002029724,275.0,0.5349213990918151,0.0,100,120,130,140,190,230,380,420,490,490,490
GET,/questionnaire/accommodation-type/,160,0,95,112.65020937571535,51.766299991868436,369.3857000034768,19607.0,0.5349213990918151,0.0,96,110,120,130,160,270,330,350,370,370,370
POST,/questionnaire/accommodation-type/,160,0,110.0,128.94140687567415,68.3668999990914,490.58020001393743,265.0,0.5349213990918151,0.0,110,120,130,150,180,280,410,430,490,490,490
GET,/questionnaire/any-more-people-living-here/,160,0,120.0,148.18110312553472,68.3961000177078,425.6821000017226,25769.0,0.5349213990918151,0.0,120,140,160,170,250,370,410,420,430,430,430
POST,/questionnaire/any-more-people-living-here/,160,0,140.0,167.7101125003901,72.93829999980517,720.3443000034895,263.0,0.5349213990918151,0.0,140,170,180,200,290,370,460,490,720,720,720
GET,/questionnaire/any-more-visitors/,160,0,100.0,121.31587875210244,60.85510001867078,577.8429000056349,20877.0,0.5349213990918151,0.0,100,120,120,130,150,350,380,400,580,580,580
POST,/questionnaire/any-more-visitors/,160,0,110.0,130.32366999977967,60.53699998301454,460.5853999964893,343.0,0.5349213990918151,0.0,110,120,140,140,190,260,410,430,460,460,460
GET,/questionnaire/any-visitors/,160,0,130.0,168.2944612495703,63.17999999737367,519.0875999978743,22919.0,0.5349213990918151,0.0,130,150,190,230,350,390,440,470,520,520,520
POST,/questionnaire/any-visitors/,160,0,120.0,137.47263249915704,65.85539999650791,440.7321999897249,359.0,0.5349213990918151,0.0,120,130,150,150,210,330,370,440,440,440,440
GET,/questionnaire/central-heating/,160,0,100,113.44479437520931,48.910099983913824,370.7566999946721,24156.0,0.5349213990918151,0.0,100,110,120,130,160,200,350,370,370,370,370
POST,/questionnaire/central-heating/,160,0,110.0,124.28773062383698,70.87690001935698,435.2794000005815,261.0,0.5349213990918151,0.0,110,120,130,140,160,180,250,400,440,440,440
GET,/questionnaire/coronavirus-circumstances/,160,0,390.0,2088.096018126089,70.79669999075122,5994.551500014495,15720.0,0.5349213990918151,0.0,400,3800,4600,4700,5200,5400,5600,5600,6000,6000,6000
POST,/questionnaire/coronavirus-circumstances/,160,0,140.0,201.1263206253716,71.53320001089014,917.6615000178572,305.0,0.5349213990918151,0.0,140,190,260,300,420,500,560,690,920,920,920
GET,/questionnaire/do-you-usually-live-here/,160,0,200.0,393.93158187522204,69.13819999317639,1732.1728000242729,20645.0,0.5349213990918151,0.0,200,340,480,620,1200,1500,1600,1700,1700,1700,1700
POST,/questionnaire/do-you-usually-live-here/,160,0,160.0,225.81715062478906,75.66969998879358,798.4157000028063,307.0,0.5349213990918151,0.0,170,220,280,320,460,580,670,790,800,800,800
GET,/questionnaire/household/people-living-here-add-person/,160,0,140.0,200.5922512491452,58.44600001000799,833.075500006089,18372.0,0.5349213990918151,0.0,140,210,260,330,400,460,540,710,830,830,830
POST,/questionnaire/household/people-living-here-add-person/,160,0,140.0,173.71006812390988,80.58989999699406,831.3735999981873,275.0,0.5349213990918151,0.0,140,170,190,210,290,410,500,560,830,830,830
GET,/questionnaire/household/{id}/a-level/,320,0,130.0,162.91754062622203,62.718299974221736,830.1009999995586,22952.0,1.0698427981836303,0.0,130,150,170,200,310,400,440,580,830,830,830
POST,/questionnaire/household/{id}/a-level/,320,0,150.0,170.56698968699493,71.25720000476576,555.6831999856513,281.0,1.0698427981836303,0.0,150,180,200,210,270,360,410,410,560,560,560
GET,/questionnaire/household/{id}/another-address/,320,0,120.0,144.10789343774013,64.95749999885447,581.0184000001755,21200.0,1.0698427981836303,0.0,120,140,150,160,210,370,390,420,580,580,580
POST,/questionnaire/household/{id}/another-address/,320,0,140.0,158.43533249899338,77.07479997770861,769.0918000007514,297.0,1.0698427981836303,0.0,140,160,170,180,230,310,420,450,770,770,770
GET,/questionnaire/household/{id}/apprenticeship/,320,0,120.0,146.67205687483147,61.1161999986507,643.3684999938123,18842.0,1.0698427981836303,0.0,120,140,160,170,230,350,390,410,640,640,640
POST,/questionnaire/household/{id}/apprenticeship/,320,0,140.0,169.13066437446105,72.80729999183677,659.5557999971788,315.0,1.0698427981836303,0.0,140,170,190,220,280,350,410,450,660,660,660
GET,/questionnaire/household/{id}/armed-forces/,320,0,130.0,151.48726625047857,60.402899980545044,692.9865000129212,21758.0,1.0698427981836303,0.0,130,150,170,190,230,350,420,450,690,690,690
POST,/questionnaire/household/{id}/armed-forces/,320,0,140.0,156.6934521872099,79.17120002093725,454.054100002395,339.0,1.0698427981836303,0.0,140,160,180,190,240,280,360,440,450,450,450
GET,/questionnaire/household/{id}/business-name/,320,0,130.0,156.52022156236853,69.29760001366958,626.6777999990154,19261.0,1.0698427981836303,0.0,130,150,160,170,290,390,430,480,630,630,630
POST,/questionnaire/household/{id}/business-name/,320,0,140.0,166.71647374969325,71.97240000823513,497.32560000848025,291.0,1.0698427981836303,0.0,140,170,180,200,250,320,440,480,500,500,500
GET,/questionnaire/household/{id}/business-type/,314,0,120.0,149.90459585917898,52.67800000729039,2015.7692999928258,18102.299363057326,1.0497832457176872,0.0,120,140,160,170,210,370,390,430,2000,2000,2000
POST,/questionnaire/household/{id}/business-type/,307,0,140.0,161.43774918522473,75.91479999246076,593.7070999934804,305.0,1.0263804345074203,0.0,140,160,180,200,250,310,420,480,590,590,590
GET,/questionnaire/household/{id}/confirm-age/,320,0,120.0,155.5653421884017,68.38380001136102,578.8738999981433,18418.0,1.0698427981836303,0.0,120,150,170,190,290,380,420,440,580,580,580
POST,/questionnaire/household/{id}/confirm-age/,320,0,150.0,177.7714940628357,81.62349998019636,748.9721000019927,279.0,1.0698427981836303,0.0,150,180,200,220,280,380,440,480,750,750,750
