Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,//questionnaire,160,0,240.0,742.5739706246532,52.88479998125695,3970.3779999981634,289.0,0.5348450443397196,0.0,260,410,820,1100,3200,3600,3600,3700,4000,4000,4000
GET,/questionnaire/,647,0,110.0,139.35064466856744,61.06900001759641,590.113799989922,27137.435857805256,2.162779648048741,0.0,110,130,150,170,240,340,390,420,590,590,590
POST,/questionnaire/,643,0,98,146.32965536572837,48.032799997599795,744.8146999813616,302.29082426127525,2.1494085219402477,0.0,98,120,160,190,310,400,500,570,740,740,740
GET,/questionnaire/accommodation-introduction/,160,0,91,110.4627118760618,51.66349999490194,434.96409998624586,16729.0,0.5348450443397196,0.0,91,99,110,120,160,330,370,400,430,430,430
POST,/questionnaire/accommodation-introduction/,160,0,110.0,129.4537512521856,65.91519998619333,702.5062999746297,275.0,0.5348450443397196,0.0,110,120,130,150,190,260,330,480,700,700,700
GET,/questionnaire/accommodation-type/,160,0,100.0,130.89690625038202,58.88919997960329,619.1525000031106,19607.0,0.5348450443397196,0.0,100,120,130,140,190,350,420,430,620,620,620
POST,/questionnaire/accommodation-type/,160,0,120.0,143.3403625011124,63.36949998512864,477.5861999951303,265.0,0.5348450443397196,0.0,120,140,150,160,220,370,400,440,480,480,480
GET,/questionnaire/any-more-people-living-here/,160,0,130.0,179.7987518748414,71.20400000712834,574.2337999981828,25769.0,0.5348450443397196,0.0,130,180,220,250,360,420,480,520,570,570,570
POST,/questionnaire/any-more-people-living-here/,160,0,120.0,153.86877562432346,62.808899994706735,586.7331000044942,263.0,0.5348450443397196,0.0,120,150,180,200,250,360,390,470,590,590,590
GET,/questionnaire/any-more-visitors/,160,0,110.0,141.70942562359414,63.265999982832,544.3398999923375,20877.0,0.5348450443397196,0.0,110,130,140,150,270,370,390,490,540,540,540
POST,/questionnaire/any-more-visitors/,160,0,120.0,159.03387250036758,71.991100005107,471.4028000016697,343.0,0.5348450443397196,0.0,120,140,170,180,310,410,420,460,470,470,470
GET,/questionnaire/any-visitors/,160,0,130.0,173.8555437499599,68.38310000603087,634.450800018385,22919.0,0.5348450443397196,0.0,130,170,190,260,360,400,450,630,630,630,630
POST,/questionnaire/any-visitors/,160,0,120.0,151.16236937446956,61.51439997483976,600.5465999769513,359.0,0.5348450443397196,0.0,120,140,150,180,270,390,420,450,600,600,600
GET,/questionnaire/central-heating/,160,0,110.0,137.21810437546083,59.51009999262169,640.5909999739379,24156.0,0.5348450443397196,0.0,110,120,130,140,310,360,400,490,640,640,640
POST,/questionnaire/central-heating/,160,0,110.0,130.2370425011759,64.58009997732006,401.5806000097655,261.0,0.5348450443397196,0.0,110,130,140,160,210,240,300,330,400,400,400
GET,/questionnaire/coronavirus-circumstances/,160,0,180.0,1427.570570626267,66.76300000981428,4866.2898000038695,15720.0,0.5348450443397196,0.0,180,2000,3300,3600,4100,4300,4400,4800,4900,4900,4900
POST,/questionnaire/coronavirus-circumstances/,160,0,120.0,166.7007281261249,64.05880002421327,767.7884000004269,305.0,0.5348450443397196,0.0,120,150,180,200,310,450,520,590,770,770,770
GET,/questionnaire/do-you-usually-live-here/,160,0,150.0,258.09498437502043,77.1348999987822,1049.8654999828432,20645.0,0.5348450443397196,0.0,150,200,330,440,680,830,880,970,1000,1000,1000
POST,/questionnaire/do-you-usually-live-here/,160,0,180.0,314.13350187467586,79.23470000969246,1275.907700008247,307.0,0.5348450443397196,0.0,190,290,440,490,660,1100,1200,1300,1300,1300,1300
GET,/questionnaire/household/people-living-here-add-person/,160,0,120.0,177.190955000151,66.13110000034794,796.9550999987405,18372.0,0.5348450443397196,0.0,120,140,180,190,380,540,670,720,800,800,800
POST,/questionnaire/household/people-living-here-add-person/,160,0,120.0,183.6653837504855,73.83710000431165,780.9143000049517,275.0,0.5348450443397196,0.0,120,150,240,270,380,420,650,750,780,780,780
GET,/questionnaire/household/{id}/a-level/,319,0,140.0,176.87247053272642,70.8769999910146,564.2299999890383,22951.940438871472,1.0663473071523157,0.0,140,170,210,240,330,390,450,510,560,560,560
POST,/questionnaire/household/{id}/a-level/,318,0,150.0,187.61310817669408,80.22229999187402,591.7957999918144,281.0,1.0630045256251925,0.0,150,190,220,260,330,390,430,490,590,590,590
GET,/questionnaire/household/{id}/another-address/,320,0,140.0,175.2868521873097,72.45459998375736,709.6322000143118,21200.0,1.0696900886794392,0.0,140,170,190,220,320,390,480,500,710,710,710
POST,/questionnaire/household/{id}/another-address/,320,0,150.0,180.15851218769967,79.75669999723323,665.4938999854494,297.0,1.0696900886794392,0.0,150,180,210,240,300,400,460,480,670,670,670
GET,/questionnaire/household/{id}/apprenticeship/,320,0,130.0,153.379935312023,61.21869999333285,441.48259999928996,18842.0,1.0696900886794392,0.0,130,150,180,200,260,330,390,400,440,440,440
POST,/questionnaire/household/{id}/apprenticeship/,320,0,150.0,187.08191312443887,73.58440000098199,569.0583000250626,315.0,1.0696900886794392,0.0,150,180,220,260,310,400,460,500,570,570,570
GET,/questionnaire/household/{id}/armed-forces/,317,0,140.0,173.42100031501306,74.89109999733046,538.9550999971107,21757.801261829653,1.0596617440980693,0.0,140,170,200,230,330,370,450,480,540,540,540
POST,/questionnaire/household/{id}/armed-forces/,312,0,150.0,184.15682692312447,83.80759999272414,523.5495999804698,339.0,1.0429478364624531,0.0,150,180,220,250,310,380,440,470,520,520,520
GET,/questionnaire/household/{id}/business-name/,296,0,130.0,159.53216283663562,63.19010001607239,647.4615999904927,19259.216216216217,0.9894633320284811,0.0,130,160,170,190,280,340,420,510,650,650,650
POST,/questionnaire/household/{id}/business-name/,291,0,150.0,176.6190058415711,73.76809997367673,564.4044999789912,291.0,0.9727494243928649,0.0,150,170,200,220,290,400,450,460,560,560,560
GET,/questionnaire/household/{id}/business-type/,284,0,130.0,154.791380984739,70.22970000980422,473.6389000026975,18101.169014084506,0.9493499537030021,0.0,130,150,180,190,270,330,390,440,470,470,470
POST,/questionnaire/household/{id}/business-type/,276,0,150.0,188.94721630583618,71.38639999902807,534.4803999760188,305.0,0.9226077014860162,0.0,150,190,230,250,340,390,440,490,530,530,530
GET,/questionnaire/household/{id}/confirm-age/,320,0,140.0,171.2288187494778,69.95720000122674,697.1542999963276,18418.0,1.0696900886794392,0.0,140,170,190,220,340,390,440,480,700,700,700
POST,/questionnaire/household/{id}/confirm-age/,320,0,150.0,187.26966687599997,77.67210001475178,587.0616000029258,279.0,1.0696900886794392,0.0,150,180,220,240,330,400,500,570,590,590,590
GET,/questionnaire/household/{id}/confirm-who-is-answering/,320,0,120.0,155.13246750024337,58.38109998148866,552.6714000152424,18508.0,1.0696900886794392,0.0,120,150,170,200,290,370,410,440,550,550,550
POST,/questionnaire/household/{id}/confirm-who-is-answering/,320,0,150.0,177.9919178122327,81.75060001667589,688.785000005737,299.0,1.0696900886794392,0.0,150,180,200,220,280,420,510,570,690,690,690
GET,/questionnaire/household/{id}/country-of-birth/,320,0,130.0,157.77355781210645,66.91319998935796,531.4031000016257,21354.5,1.0696900886794392,0.0,130,160,180,200,260,350,390,440,530,530,530
POST,/questionnaire/household/{id}/country-of-birth/,320,0,170.0,192.80264937478933,70.19349999609403,678.0858999991324,315.0,1.0696900886794392,0.0,170,200,230,250,310,400,450,510,680,680,680
GET,/questionnaire/household/{id}/date-of-birth/,320,0,130.0,167.42800812453424,68.50789999589324,655.5417000199668,18846.0,1.0696900886794392,0.0,130,160,190,220,330,380,440,460,660,660,660
POST,/questionnaire/household/{id}/date-of-birth/,320,0,150.0,187.4483612496988,84.47509998222813,595.9872000094038,295.0,1.0696900886794392,0.0,150,190,230,260,330,390,480,500,600,600,600
GET,/questionnaire/household/{id}/degree-level-or-above/,320,0,140.0,163.10775312549595,70.28089999221265,655.5468000005931,21535.0,1.0696900886794392,0.0,140,160,180,200,280,370,420,500,660,660,660
POST,/questionnaire/household/{id}/degree-level-or-above/,319,0,150.0,186.6891191213802,81.17570000467822,586.2798999878578,291.0,1.0663473071523157,0.0,150,190,220,260,320,380,410,460,590,590,590
GET,/questionnaire/household/{id}/employment-status-last-seven-days/,311,0,130.0,164.34312636617398,70.24549998459406,534.2442999826744,22686.450160771703,1.03960505493533,0.0,130,170,200,220,290,330,410,450,530,530,530
POST,/questionnaire/household/{id}/employment-status-last-seven-days/,306,0,150.0,185.35075326831753,78.63669999642298,631.8581000086851,315.0,1.0228911472997135,0.0,150,190,220,240,300,400,470,550,630,630,630
GET,/questionnaire/household/{id}/ethnic-group/,320,0,140.0,173.44410937594148,68.01080002333038,626.4471999893431,24311.0,1.0696900886794392,0.0,140,170,200,220,330,390,500,530,630,630,630
POST,/questionnaire/household/{id}/ethnic-group/,320,0,160.0,196.21777062457113,79.77410001331009,2018.8313999969978,309.0,1.0696900886794392,0.0,160,200,230,260,320,380,470,520,2000,2000,2000
GET,/questionnaire/household/{id}/gcse/,318,0,140.0,171.1643581759476,69.99590000486933,524.4640999881085,22798.880503144654,1.0630045256251925,0.0,140,180,210,240,280,360,430,450,520,520,520
POST,/questionnaire/household/{id}/gcse/,317,0,160.0,194.79358107331194,84.26120001240633,548.8629000028595,297.0,1.0596617440980693,0.0,160,190,250,280,340,410,470,510,550,550,550
GET,/questionnaire/household/{id}/gender-identity/,320,0,130.0,163.33123593694836,66.73409999348223,822.2470000036992,19773.0,1.0696900886794392,0.0,130,150,180,200,330,370,430,500,820,820,820
POST,/questionnaire/household/{id}/gender-identity/,320,0,160.0,198.4162925000419,87.09770001587458,575.8345999929588,327.0,1.0696900886794392,0.0,160,190,230,260,380,430,500,540,580,580,580
GET,/questionnaire/household/{id}/health-conditions-or-illnesses/,320,0,130.0,165.76247437596976,67.75919999927282,466.6287000000011,20745.0,1.0696900886794392,0.0,130,150,180,220,320,370,420,450,470,470,470
POST,/questionnaire/household/{id}/health-conditions-or-illnesses/,320,0,160.0,209.5252737492956,77.2679999936372,694.4747999950778,329.0,1.0696900886794392,0.0,160,210,270,290,380,470,520,570,690,690,690
